source,feature,metabolite,labeling,sample_name,value,sample
MP8A_PDX_P2,FUMARATE_M2,FUMARATE,M2,MP8aP2_AB0331_SQ3,0.0570848713712242,PDX
MP8A_PDX_P2,MALATE_M2,MALATE,M2,MP8aP2_AB0331_SQ3,0.127079763415516,PDX
MP8A_PDX_P2,ASPARTATE_M2,ASPARTATE,M2,MP8aP2_AB0331_SQ3,0.10310593389202,PDX
MP8A_PDX_P2,GLUTAMATE_M2,GLUTAMATE,M2,MP8aP2_AB0331_SQ3,0.112148790339571,PDX
MP8A_PDX_P2,CITRATE_M2,CITRATE,M2,MP8aP2_AB0331_SQ3,0.142348312106967,PDX
MP8A_PDX_P2,3PG_M3,3PG,M3,MP8aP2_AB0331_SQ3,0.280272183457099,PDX
MP8A_PDX_P2,GLUCOSE_M6,GLUCOSE,M6,MP8aP2_AB0331_SQ3,0.475676408489654,PDX
MP8A_PDX_P2,PYRUVATE_M3,PYRUVATE,M3,MP8aP2_AB0333_SQ1,0.344548285818189,PDX
MP8A_PDX_P2,LACTATE_M3,LACTATE,M3,MP8aP2_AB0333_SQ1,0.391440645693217,PDX
MP8A_PDX_P2,ALANINE_M3,ALANINE,M3,MP8aP2_AB0333_SQ1,0.301898744102129,PDX
MP8A_PDX_P2,SUCCINATE_M2,SUCCINATE,M2,MP8aP2_AB0333_SQ1,0.126900464197172,PDX
MP8A_PDX_P2,FUMARATE_M2,FUMARATE,M2,MP8aP2_AB0333_SQ1,0.0820948960566654,PDX
MP8A_PDX_P2,MALATE_M2,MALATE,M2,MP8aP2_AB0333_SQ1,0.136653778094976,PDX
MP8A_PDX_P2,ASPARTATE_M2,ASPARTATE,M2,MP8aP2_AB0333_SQ1,0.13988119564164,PDX
MP8A_PDX_P2,GLUTAMATE_M2,GLUTAMATE,M2,MP8aP2_AB0333_SQ1,0.166836066820622,PDX
MP8A_PDX_P2,CITRATE_M2,CITRATE,M2,MP8aP2_AB0333_SQ1,0.169182851172603,PDX
MP8A_PDX_P2,3PG_M3,3PG,M3,MP8aP2_AB0333_SQ1,0.270897489432445,PDX
MP8A_PDX_P2,GLUCOSE_M6,GLUCOSE,M6,MP8aP2_AB0333_SQ1,0.420685449419176,PDX
MP8A_PDX_P2,PYRUVATE_M3,PYRUVATE,M3,MP8aP2_AB0333_SQ2,0.332287873682362,PDX
MP8A_PDX_P2,LACTATE_M3,LACTATE,M3,MP8aP2_AB0333_SQ2,0.388031155594549,PDX
MP8A_PDX_P2,ALANINE_M3,ALANINE,M3,MP8aP2_AB0333_SQ2,0.295333911768608,PDX
MP8A_PDX_P2,SUCCINATE_M2,SUCCINATE,M2,MP8aP2_AB0333_SQ2,0.127051276899492,PDX
MP8A_PDX_P2,FUMARATE_M2,FUMARATE,M2,MP8aP2_AB0333_SQ2,0.0797964546408533,PDX
MP8A_PDX_P2,MALATE_M2,MALATE,M2,MP8aP2_AB0333_SQ2,0.130024028236809,PDX
MP8A_PDX_P2,ASPARTATE_M2,ASPARTATE,M2,MP8aP2_AB0333_SQ2,0.135657620230065,PDX
MP8A_PDX_P2,GLUTAMATE_M2,GLUTAMATE,M2,MP8aP2_AB0333_SQ2,0.161724934072444,PDX
MP8A_PDX_P2,CITRATE_M2,CITRATE,M2,MP8aP2_AB0333_SQ2,0.153746433916193,PDX
MP8A_PDX_P2,3PG_M3,3PG,M3,MP8aP2_AB0333_SQ2,0.280168794439373,PDX
MP8A_PDX_P2,GLUCOSE_M6,GLUCOSE,M6,MP8aP2_AB0333_SQ2,0.393339908975794,PDX
MP8A_PDX_P2,PYRUVATE_M3,PYRUVATE,M3,MP8aP2_AB0333_SQ3,0.296764325980917,PDX
MP8A_PDX_P2,LACTATE_M3,LACTATE,M3,MP8aP2_AB0333_SQ3,0.363131234751137,PDX
MP8A_PDX_P2,ALANINE_M3,ALANINE,M3,MP8aP2_AB0333_SQ3,0.248383297860992,PDX
MP8A_PDX_P2,SUCCINATE_M2,SUCCINATE,M2,MP8aP2_AB0333_SQ3,0.0563556896027669,PDX
MP8A_PDX_P2,FUMARATE_M2,FUMARATE,M2,MP8aP2_AB0333_SQ3,0.0722784675247554,PDX
MP8A_PDX_P2,MALATE_M2,MALATE,M2,MP8aP2_AB0333_SQ3,0.0940963291848096,PDX
MP8A_PDX_P2,ASPARTATE_M2,ASPARTATE,M2,MP8aP2_AB0333_SQ3,0.104966764628936,PDX
MP8A_PDX_P2,GLUTAMATE_M2,GLUTAMATE,M2,MP8aP2_AB0333_SQ3,0.106666622284747,PDX
MP8A_PDX_P2,CITRATE_M2,CITRATE,M2,MP8aP2_AB0333_SQ3,0.129724678515674,PDX
MP8A_PDX_P2,3PG_M3,3PG,M3,MP8aP2_AB0333_SQ3,0.287078953821819,PDX
MP8A_PDX_P2,GLUCOSE_M6,GLUCOSE,M6,MP8aP2_AB0333_SQ3,0.392466932198313,PDX
MP8A_PDX_P2,PYRUVATE_M3,PYRUVATE,M3,MP8aP2_AB0335_SQ1,0.395739188482168,PDX
MP8A_PDX_P2,LACTATE_M3,LACTATE,M3,MP8aP2_AB0335_SQ1,0.440193905823064,PDX
MP8A_PDX_P2,ALANINE_M3,ALANINE,M3,MP8aP2_AB0335_SQ1,0.320184891176425,PDX
MP8A_PDX_P2,SUCCINATE_M2,SUCCINATE,M2,MP8aP2_AB0335_SQ1,0.127649822557233,PDX
MP8A_PDX_P2,FUMARATE_M2,FUMARATE,M2,MP8aP2_AB0335_SQ1,0.0929427301358867,PDX
MP8A_PDX_P2,MALATE_M2,MALATE,M2,MP8aP2_AB0335_SQ1,0.133804357555028,PDX
MP8A_PDX_P2,ASPARTATE_M2,ASPARTATE,M2,MP8aP2_AB0335_SQ1,0.122974517648679,PDX
MP8A_PDX_P2,GLUTAMATE_M2,GLUTAMATE,M2,MP8aP2_AB0335_SQ1,0.153372414424333,PDX
MP8A_PDX_P2,CITRATE_M2,CITRATE,M2,MP8aP2_AB0335_SQ1,0.158021549720534,PDX
MP8A_PDX_P2,3PG_M3,3PG,M3,MP8aP2_AB0335_SQ1,0.350740414876961,PDX
MP8A_PDX_P2,GLUCOSE_M6,GLUCOSE,M6,MP8aP2_AB0335_SQ1,0.457361088335309,PDX
MP8A_PDX_P2,PYRUVATE_M3,PYRUVATE,M3,MP8aP2_AB0335_SQ2,0.39462007532516,PDX
MP8A_PDX_P2,LACTATE_M3,LACTATE,M3,MP8aP2_AB0335_SQ2,0.452172660985739,PDX
MP8A_PDX_P2,ALANINE_M3,ALANINE,M3,MP8aP2_AB0335_SQ2,0.325856569912969,PDX
MP8A_PDX_P2,SUCCINATE_M2,SUCCINATE,M2,MP8aP2_AB0335_SQ2,0.108667138705684,PDX
MP8A_PDX_P2,FUMARATE_M2,FUMARATE,M2,MP8aP2_AB0335_SQ2,0.0638675359085946,PDX
MP8A_PDX_P2,MALATE_M2,MALATE,M2,MP8aP2_AB0335_SQ2,0.119287028170465,PDX
MP8A_PDX_P2,ASPARTATE_M2,ASPARTATE,M2,MP8aP2_AB0335_SQ2,0.112159119455124,PDX
MP8A_PDX_P2,GLUTAMATE_M2,GLUTAMATE,M2,MP8aP2_AB0335_SQ2,0.120164019096316,PDX
MP8A_PDX_P2,CITRATE_M2,CITRATE,M2,MP8aP2_AB0335_SQ2,0.145920619510276,PDX
MP8A_PDX_P2,3PG_M3,3PG,M3,MP8aP2_AB0335_SQ2,0.403228818490181,PDX
MP8A_PDX_P2,GLUCOSE_M6,GLUCOSE,M6,MP8aP2_AB0335_SQ2,0.462513373168202,PDX
MP8A_PDX_P2,PYRUVATE_M3,PYRUVATE,M3,MP8aP2_AB0335_SQ3,0.40301912544205,PDX
MP8A_PDX_P2,LACTATE_M3,LACTATE,M3,MP8aP2_AB0335_SQ3,0.446160127026128,PDX
MP8A_PDX_P2,ALANINE_M3,ALANINE,M3,MP8aP2_AB0335_SQ3,0.30959600571805,PDX
MP8A_PDX_P2,SUCCINATE_M2,SUCCINATE,M2,MP8aP2_AB0335_SQ3,0.0748524552187754,PDX
MP8A_PDX_P2,FUMARATE_M2,FUMARATE,M2,MP8aP2_AB0335_SQ3,0.0531829259786477,PDX
MP8A_PDX_P2,MALATE_M2,MALATE,M2,MP8aP2_AB0335_SQ3,0.096828977821109,PDX
MP8A_PDX_P2,ASPARTATE_M2,ASPARTATE,M2,MP8aP2_AB0335_SQ3,0.0974687746428445,PDX
MP8A_PDX_P2,GLUTAMATE_M2,GLUTAMATE,M2,MP8aP2_AB0335_SQ3,0.105493971037566,PDX
MP8A_PDX_P2,CITRATE_M2,CITRATE,M2,MP8aP2_AB0335_SQ3,0.128618260383048,PDX
MP8A_PDX_P2,3PG_M3,3PG,M3,MP8aP2_AB0335_SQ3,0.412454439122402,PDX
MP8A_PDX_P2,GLUCOSE_M6,GLUCOSE,M6,MP8aP2_AB0335_SQ3,0.49093492087093,PDX
MP8A_PDX_P6,PYRUVATE_M3,PYRUVATE,M3,MP8aAB3321SQ,0.288964372166917,PDX
MP8A_PDX_P6,LACTATE_M3,LACTATE,M3,MP8aAB3321SQ,0.373043524814901,PDX
MP8A_PDX_P6,ALANINE_M3,ALANINE,M3,MP8aAB3321SQ,0.268143136138682,PDX
MP8A_PDX_P6,SUCCINATE_M2,SUCCINATE,M2,MP8aAB3321SQ,0,PDX
MP8A_PDX_P6,FUMARATE_M2,FUMARATE,M2,MP8aAB3321SQ,0.0340557656676134,PDX
MP8A_PDX_P6,MALATE_M2,MALATE,M2,MP8aAB3321SQ,0.0769175577110188,PDX
MP8A_PDX_P6,ASPARTATE_M2,ASPARTATE,M2,MP8aAB3321SQ,0.0885818970833345,PDX
MP8A_PDX_P6,GLUTAMATE_M2,GLUTAMATE,M2,MP8aAB3321SQ,0.0850795671066482,PDX
MP8A_PDX_P6,CITRATE_M2,CITRATE,M2,MP8aAB3321SQ,0.108991890892425,PDX
MP8A_PDX_P6,3PG_M3,3PG,M3,MP8aAB3321SQ,0.361291640680728,PDX
MP8A_PDX_P6,GLUCOSE_M6,GLUCOSE,M6,MP8aAB3321SQ,0.378175087285388,PDX
MP8A_PDX_P6,PYRUVATE_M3,PYRUVATE,M3,MP8aAB3323SQ,0.322464684933766,PDX
MP8A_PDX_P6,LACTATE_M3,LACTATE,M3,MP8aAB3323SQ,0.402227218072557,PDX
MP8A_PDX_P6,ALANINE_M3,ALANINE,M3,MP8aAB3323SQ,0.298773632688678,PDX
MP8A_PDX_P6,SUCCINATE_M2,SUCCINATE,M2,MP8aAB3323SQ,0.0815020628613531,PDX
MP8A_PDX_P6,FUMARATE_M2,FUMARATE,M2,MP8aAB3323SQ,0.0994106799591279,PDX
MP8A_PDX_P6,MALATE_M2,MALATE,M2,MP8aAB3323SQ,0.120164349184133,PDX
MP8A_PDX_P6,ASPARTATE_M2,ASPARTATE,M2,MP8aAB3323SQ,0.109073753247698,PDX
MP8A_PDX_P6,GLUTAMATE_M2,GLUTAMATE,M2,MP8aAB3323SQ,0.13143704869387,PDX
MP8A_PDX_P6,CITRATE_M2,CITRATE,M2,MP8aAB3323SQ,0.143937183104042,PDX
MP8A_PDX_P6,3PG_M3,3PG,M3,MP8aAB3323SQ,0.290767498563478,PDX
MP8A_PDX_P6,GLUCOSE_M6,GLUCOSE,M6,MP8aAB3323SQ,0.398160781785443,PDX
MP8A_PDX_P6,PYRUVATE_M3,PYRUVATE,M3,MP8aAB3324SQ,0.291358254394856,PDX
MP8A_PDX_P6,LACTATE_M3,LACTATE,M3,MP8aAB3324SQ,0.405886933095224,PDX
MP8A_PDX_P6,ALANINE_M3,ALANINE,M3,MP8aAB3324SQ,0.299430754488653,PDX
MP8A_PDX_P6,SUCCINATE_M2,SUCCINATE,M2,MP8aAB3324SQ,0.100604920952347,PDX
MP8A_PDX_P6,FUMARATE_M2,FUMARATE,M2,MP8aAB3324SQ,0.0752820529890723,PDX
MP8A_PDX_P6,MALATE_M2,MALATE,M2,MP8aAB3324SQ,0.0856872370999136,PDX
MP8A_PDX_P6,ASPARTATE_M2,ASPARTATE,M2,MP8aAB3324SQ,0.0730689652615365,PDX
MP8A_PDX_P6,GLUTAMATE_M2,GLUTAMATE,M2,MP8aAB3324SQ,0.108288087361597,PDX
MP8A_PDX_P6,CITRATE_M2,CITRATE,M2,MP8aAB3324SQ,0.114467514992636,PDX
MP8A_PDX_P6,3PG_M3,3PG,M3,MP8aAB3324SQ,0.379173969303038,PDX
MP8A_PDX_P6,GLUCOSE_M6,GLUCOSE,M6,MP8aAB3324SQ,0.41887457921958,PDX
MP8A_PDX_P6,PYRUVATE_M3,PYRUVATE,M3,MP8aAB3326SQ,0.293904437031343,PDX
MP8A_PDX_P6,LACTATE_M3,LACTATE,M3,MP8aAB3326SQ,0.404359544063745,PDX
MP8A_PDX_P6,ALANINE_M3,ALANINE,M3,MP8aAB3326SQ,0.290917258624818,PDX
MP8A_PDX_P6,SUCCINATE_M2,SUCCINATE,M2,MP8aAB3326SQ,0.0807702774344923,PDX
MP8A_PDX_P6,FUMARATE_M2,FUMARATE,M2,MP8aAB3326SQ,0.100738625898842,PDX
MP8A_PDX_P6,MALATE_M2,MALATE,M2,MP8aAB3326SQ,0.131009899129151,PDX
MP8A_PDX_P6,ASPARTATE_M2,ASPARTATE,M2,MP8aAB3326SQ,0.113597757806413,PDX
MP8A_PDX_P6,GLUTAMATE_M2,GLUTAMATE,M2,MP8aAB3326SQ,0.124531993634303,PDX
MP8A_PDX_P6,CITRATE_M2,CITRATE,M2,MP8aAB3326SQ,0.148378429916638,PDX
MP8A_PDX_P6,3PG_M3,3PG,M3,MP8aAB3326SQ,0.416723811023651,PDX
MP8A_PDX_P6,GLUCOSE_M6,GLUCOSE,M6,MP8aAB3326SQ,0.402473855308611,PDX
MP8A_PDX_P6,PYRUVATE_M3,PYRUVATE,M3,MP8aAB3327SQ,0.336545530464598,PDX
MP8A_PDX_P6,LACTATE_M3,LACTATE,M3,MP8aAB3327SQ,0.445190888697804,PDX
MP8A_PDX_P6,ALANINE_M3,ALANINE,M3,MP8aAB3327SQ,0.318202816618005,PDX
MP8A_PDX_P6,SUCCINATE_M2,SUCCINATE,M2,MP8aAB3327SQ,0.0683247190150454,PDX
MP8A_PDX_P6,FUMARATE_M2,FUMARATE,M2,MP8aAB3327SQ,0.0952084300564225,PDX
MP8A_PDX_P6,MALATE_M2,MALATE,M2,MP8aAB3327SQ,0.138989117577501,PDX
MP8A_PDX_P6,ASPARTATE_M2,ASPARTATE,M2,MP8aAB3327SQ,0.125074764916642,PDX
MP8A_PDX_P6,GLUTAMATE_M2,GLUTAMATE,M2,MP8aAB3327SQ,0.139641471435263,PDX
MP8A_PDX_P6,CITRATE_M2,CITRATE,M2,MP8aAB3327SQ,0.139124112382489,PDX
MP8A_PDX_P6,3PG_M3,3PG,M3,MP8aAB3327SQ,0.518367253477386,PDX
MP8A_PDX_P6,GLUCOSE_M6,GLUCOSE,M6,MP8aAB3327SQ,0.477957717167798,PDX
MP8B_PDX_P2,PYRUVATE_M3,PYRUVATE,M3,MP8bP2_AB0336_SQ1,0.227564134293204,PDX
MP8B_PDX_P2,LACTATE_M3,LACTATE,M3,MP8bP2_AB0336_SQ1,0.276751734976539,PDX
MP8B_PDX_P2,ALANINE_M3,ALANINE,M3,MP8bP2_AB0336_SQ1,0.200292735885751,PDX
MP8B_PDX_P2,SUCCINATE_M2,SUCCINATE,M2,MP8bP2_AB0336_SQ1,0.0484217499195397,PDX
MP8B_PDX_P2,FUMARATE_M2,FUMARATE,M2,MP8bP2_AB0336_SQ1,0.0441111071029788,PDX
MP8B_PDX_P2,MALATE_M2,MALATE,M2,MP8bP2_AB0336_SQ1,0.0664725906995265,PDX
MP8B_PDX_P2,ASPARTATE_M2,ASPARTATE,M2,MP8bP2_AB0336_SQ1,0.0573477869226418,PDX
MP8B_PDX_P2,GLUTAMATE_M2,GLUTAMATE,M2,MP8bP2_AB0336_SQ1,0.0625836515800454,PDX
MP8B_PDX_P2,CITRATE_M2,CITRATE,M2,MP8bP2_AB0336_SQ1,0.0543189995674752,PDX
MP8B_PDX_P2,3PG_M3,3PG,M3,MP8bP2_AB0336_SQ1,0.299024537612738,PDX
MP8B_PDX_P2,GLUCOSE_M6,GLUCOSE,M6,MP8bP2_AB0336_SQ1,0.384493454102416,PDX
MP8B_PDX_P2,PYRUVATE_M3,PYRUVATE,M3,MP8bP2_AB0336_SQ2,0.222209320712961,PDX
MP8B_PDX_P2,LACTATE_M3,LACTATE,M3,MP8bP2_AB0336_SQ2,0.252665735693519,PDX
MP8B_PDX_P2,ALANINE_M3,ALANINE,M3,MP8bP2_AB0336_SQ2,0.205991019162002,PDX
MP8B_PDX_P2,SUCCINATE_M2,SUCCINATE,M2,MP8bP2_AB0336_SQ2,0.0322681806918874,PDX
MP8B_PDX_P2,FUMARATE_M2,FUMARATE,M2,MP8bP2_AB0336_SQ2,0.041765476998393,PDX
MP8B_PDX_P2,MALATE_M2,MALATE,M2,MP8bP2_AB0336_SQ2,0.0365435550278907,PDX
MP8B_PDX_P2,ASPARTATE_M2,ASPARTATE,M2,MP8bP2_AB0336_SQ2,0.0382628681253725,PDX
MP8B_PDX_P2,GLUTAMATE_M2,GLUTAMATE,M2,MP8bP2_AB0336_SQ2,0.0387575771368263,PDX
MP8B_PDX_P2,CITRATE_M2,CITRATE,M2,MP8bP2_AB0336_SQ2,0.0595876233023979,PDX
MP8B_PDX_P2,3PG_M3,3PG,M3,MP8bP2_AB0336_SQ2,0.1745897429704,PDX
MP8B_PDX_P2,GLUCOSE_M6,GLUCOSE,M6,MP8bP2_AB0336_SQ2,0.324995252919569,PDX
MP8B_PDX_P2,PYRUVATE_M3,PYRUVATE,M3,MP8bP2_AB0336_SQ3,0.224106756440061,PDX
MP8B_PDX_P2,LACTATE_M3,LACTATE,M3,MP8bP2_AB0336_SQ3,0.293607537232244,PDX
MP8B_PDX_P2,ALANINE_M3,ALANINE,M3,MP8bP2_AB0336_SQ3,0.228348917236611,PDX
MP8B_PDX_P2,SUCCINATE_M2,SUCCINATE,M2,MP8bP2_AB0336_SQ3,0.0496129416532,PDX
MP8B_PDX_P2,FUMARATE_M2,FUMARATE,M2,MP8bP2_AB0336_SQ3,0.050308802342585,PDX
MP8B_PDX_P2,MALATE_M2,MALATE,M2,MP8bP2_AB0336_SQ3,0.051027500195484,PDX
MP8B_PDX_P2,ASPARTATE_M2,ASPARTATE,M2,MP8bP2_AB0336_SQ3,0.0569790925978245,PDX
MP8B_PDX_P2,GLUTAMATE_M2,GLUTAMATE,M2,MP8bP2_AB0336_SQ3,0.060913129203084,PDX
MP8B_PDX_P2,CITRATE_M2,CITRATE,M2,MP8bP2_AB0336_SQ3,0.0726936133581514,PDX
MP8B_PDX_P2,3PG_M3,3PG,M3,MP8bP2_AB0336_SQ3,0.215556378600896,PDX
MP8B_PDX_P2,GLUCOSE_M6,GLUCOSE,M6,MP8bP2_AB0336_SQ3,0.314666833574197,PDX
MP8B_PDX_P2,PYRUVATE_M3,PYRUVATE,M3,MP8bP2_AB0340_SQ1,0.348465669383304,PDX
MP8B_PDX_P2,LACTATE_M3,LACTATE,M3,MP8bP2_AB0340_SQ1,0.380482687002053,PDX
MP8B_PDX_P2,ALANINE_M3,ALANINE,M3,MP8bP2_AB0340_SQ1,0.296811809755986,PDX
MP8B_PDX_P2,SUCCINATE_M2,SUCCINATE,M2,MP8bP2_AB0340_SQ1,0.0918140278906003,PDX
MP8B_PDX_P2,FUMARATE_M2,FUMARATE,M2,MP8bP2_AB0340_SQ1,0.0987984803895355,PDX
MP8B_PDX_P2,MALATE_M2,MALATE,M2,MP8bP2_AB0340_SQ1,0.127432235828044,PDX
MP8B_PDX_P2,ASPARTATE_M2,ASPARTATE,M2,MP8bP2_AB0340_SQ1,0.12989864099831,PDX
MP8B_PDX_P2,GLUTAMATE_M2,GLUTAMATE,M2,MP8bP2_AB0340_SQ1,0.164142550235107,PDX
MP8B_PDX_P2,CITRATE_M2,CITRATE,M2,MP8bP2_AB0340_SQ1,0.167091051652369,PDX
MP8B_PDX_P2,3PG_M3,3PG,M3,MP8bP2_AB0340_SQ1,0.308254309949802,PDX
MP8B_PDX_P2,GLUCOSE_M6,GLUCOSE,M6,MP8bP2_AB0340_SQ1,0.419119802788097,PDX
MP8B_PDX_P2,PYRUVATE_M3,PYRUVATE,M3,MP8bP2_AB0340_SQ2,0.350280170061443,PDX
MP8B_PDX_P2,LACTATE_M3,LACTATE,M3,MP8bP2_AB0340_SQ2,0.383394668260888,PDX
MP8B_PDX_P2,ALANINE_M3,ALANINE,M3,MP8bP2_AB0340_SQ2,0.284126746339431,PDX
MP8B_PDX_P2,SUCCINATE_M2,SUCCINATE,M2,MP8bP2_AB0340_SQ2,0.0388550596249522,PDX
MP8B_PDX_P2,FUMARATE_M2,FUMARATE,M2,MP8bP2_AB0340_SQ2,0.0806867235063243,PDX
MP8B_PDX_P2,MALATE_M2,MALATE,M2,MP8bP2_AB0340_SQ2,0.129783695049393,PDX
MP8B_PDX_P2,ASPARTATE_M2,ASPARTATE,M2,MP8bP2_AB0340_SQ2,0.115165620880736,PDX
MP8B_PDX_P2,GLUTAMATE_M2,GLUTAMATE,M2,MP8bP2_AB0340_SQ2,0.130305937468652,PDX
MP8B_PDX_P2,CITRATE_M2,CITRATE,M2,MP8bP2_AB0340_SQ2,0.159623723960757,PDX
MP8B_PDX_P2,3PG_M3,3PG,M3,MP8bP2_AB0340_SQ2,0.250831840326368,PDX
MP8B_PDX_P2,GLUCOSE_M6,GLUCOSE,M6,MP8bP2_AB0340_SQ2,0.425351747038145,PDX
MP8B_PDX_P2,PYRUVATE_M3,PYRUVATE,M3,MP8bP2_AB0340_SQ3,0.332330988855376,PDX
MP8B_PDX_P2,LACTATE_M3,LACTATE,M3,MP8bP2_AB0340_SQ3,0.360988971314217,PDX
MP8B_PDX_P2,ALANINE_M3,ALANINE,M3,MP8bP2_AB0340_SQ3,0.244310496979391,PDX
MP8B_PDX_P2,SUCCINATE_M2,SUCCINATE,M2,MP8bP2_AB0340_SQ3,0.0274360454703954,PDX
MP8B_PDX_P2,FUMARATE_M2,FUMARATE,M2,MP8bP2_AB0340_SQ3,0.0781536471376656,PDX
MP8B_PDX_P2,MALATE_M2,MALATE,M2,MP8bP2_AB0340_SQ3,0.117876096502444,PDX
MP8B_PDX_P2,ASPARTATE_M2,ASPARTATE,M2,MP8bP2_AB0340_SQ3,0.113632470775141,PDX
MP8B_PDX_P2,GLUTAMATE_M2,GLUTAMATE,M2,MP8bP2_AB0340_SQ3,0.10931368303561,PDX
MP8B_PDX_P2,CITRATE_M2,CITRATE,M2,MP8bP2_AB0340_SQ3,0.15494052485813,PDX
MP8B_PDX_P2,3PG_M3,3PG,M3,MP8bP2_AB0340_SQ3,0.311749764264386,PDX
MP8B_PDX_P2,GLUCOSE_M6,GLUCOSE,M6,MP8bP2_AB0340_SQ3,0.396202629093313,PDX
MP8B_PDX_P2,PYRUVATE_M3,PYRUVATE,M3,MP8bP2_AB0342_SQ1,0.298609267050591,PDX
MP8B_PDX_P2,LACTATE_M3,LACTATE,M3,MP8bP2_AB0342_SQ1,0.319991396394936,PDX
MP8B_PDX_P2,ALANINE_M3,ALANINE,M3,MP8bP2_AB0342_SQ1,0.228126395050518,PDX
MP8B_PDX_P2,SUCCINATE_M2,SUCCINATE,M2,MP8bP2_AB0342_SQ1,0.0524935887716889,PDX
MP8B_PDX_P2,FUMARATE_M2,FUMARATE,M2,MP8bP2_AB0342_SQ1,0.0699465751210922,PDX
MP8B_PDX_P2,MALATE_M2,MALATE,M2,MP8bP2_AB0342_SQ1,0.0785041944571001,PDX
MP8B_PDX_P2,ASPARTATE_M2,ASPARTATE,M2,MP8bP2_AB0342_SQ1,0.0704474924211736,PDX
MP8B_PDX_P2,GLUTAMATE_M2,GLUTAMATE,M2,MP8bP2_AB0342_SQ1,0.0908460231637903,PDX
MP8B_PDX_P2,CITRATE_M2,CITRATE,M2,MP8bP2_AB0342_SQ1,0.0976250640853741,PDX
MP8B_PDX_P2,3PG_M3,3PG,M3,MP8bP2_AB0342_SQ1,0.292789193387793,PDX
MP8B_PDX_P2,GLUCOSE_M6,GLUCOSE,M6,MP8bP2_AB0342_SQ1,0.4160831392246,PDX
MP8B_PDX_P2,PYRUVATE_M3,PYRUVATE,M3,MP8bP2_AB0342_SQ2,0.34719892273513,PDX
MP8B_PDX_P2,LACTATE_M3,LACTATE,M3,MP8bP2_AB0342_SQ2,0.380456212902306,PDX
MP8B_PDX_P2,ALANINE_M3,ALANINE,M3,MP8bP2_AB0342_SQ2,0.27420441016895,PDX
MP8B_PDX_P2,SUCCINATE_M2,SUCCINATE,M2,MP8bP2_AB0342_SQ2,0.0843805466435471,PDX
MP8B_PDX_P2,FUMARATE_M2,FUMARATE,M2,MP8bP2_AB0342_SQ2,0.0558368566354499,PDX
MP8B_PDX_P2,MALATE_M2,MALATE,M2,MP8bP2_AB0342_SQ2,0.0957420444304959,PDX
MP8B_PDX_P2,ASPARTATE_M2,ASPARTATE,M2,MP8bP2_AB0342_SQ2,0.0883468374077663,PDX
MP8B_PDX_P2,GLUTAMATE_M2,GLUTAMATE,M2,MP8bP2_AB0342_SQ2,0.102946379816826,PDX
MP8B_PDX_P2,CITRATE_M2,CITRATE,M2,MP8bP2_AB0342_SQ2,0.114116879772091,PDX
MP8B_PDX_P2,3PG_M3,3PG,M3,MP8bP2_AB0342_SQ2,0.343637757608048,PDX
MP8B_PDX_P2,GLUCOSE_M6,GLUCOSE,M6,MP8bP2_AB0342_SQ2,0.410768779545392,PDX
MP8B_PDX_P2,PYRUVATE_M3,PYRUVATE,M3,MP8bP2_AB0342_SQ3,0.332513902758557,PDX
MP8B_PDX_P2,LACTATE_M3,LACTATE,M3,MP8bP2_AB0342_SQ3,0.345725997128697,PDX
MP8B_PDX_P2,ALANINE_M3,ALANINE,M3,MP8bP2_AB0342_SQ3,0.243374333134942,PDX
MP8B_PDX_P2,SUCCINATE_M2,SUCCINATE,M2,MP8bP2_AB0342_SQ3,0.0625398582362258,PDX
MP8B_PDX_P2,FUMARATE_M2,FUMARATE,M2,MP8bP2_AB0342_SQ3,0.065559174509649,PDX
MP8B_PDX_P2,MALATE_M2,MALATE,M2,MP8bP2_AB0342_SQ3,0.069554684896446,PDX
MP8B_PDX_P2,ASPARTATE_M2,ASPARTATE,M2,MP8bP2_AB0342_SQ3,0.0806119364006897,PDX
MP8B_PDX_P2,GLUTAMATE_M2,GLUTAMATE,M2,MP8bP2_AB0342_SQ3,0.0832931194329193,PDX
MP8B_PDX_P2,CITRATE_M2,CITRATE,M2,MP8bP2_AB0342_SQ3,0.0856458440013699,PDX
MP8B_PDX_P2,3PG_M3,3PG,M3,MP8bP2_AB0342_SQ3,0.232954466617168,PDX
MP8B_PDX_P2,GLUCOSE_M6,GLUCOSE,M6,MP8bP2_AB0342_SQ3,0.389331355058861,PDX
MP8B_PDX_P2,PYRUVATE_M3,PYRUVATE,M3,MP8bP2_AB0345_SQ1,0.283716681126035,PDX
MP8B_PDX_P2,LACTATE_M3,LACTATE,M3,MP8bP2_AB0345_SQ1,0.301273157739776,PDX
MP8B_PDX_P2,ALANINE_M3,ALANINE,M3,MP8bP2_AB0345_SQ1,0.263930601796847,PDX
MP8B_PDX_P2,SUCCINATE_M2,SUCCINATE,M2,MP8bP2_AB0345_SQ1,0.0590652562154425,PDX
MP8B_PDX_P2,FUMARATE_M2,FUMARATE,M2,MP8bP2_AB0345_SQ1,0.0738008761818298,PDX
MP8B_PDX_P2,MALATE_M2,MALATE,M2,MP8bP2_AB0345_SQ1,0.0827564109206543,PDX
MP8B_PDX_P2,ASPARTATE_M2,ASPARTATE,M2,MP8bP2_AB0345_SQ1,0.0802053908987622,PDX
